"W18A1";"W18A6";"W18B1";"W18B9";"W18B10";"W18D1";"W18E38";"weight_2018"
1;2;8510;1;2;6;1;20.0908569046506
1;7;8218;1;4;4;1;145.735384696726
1;6;8243;2;-7;5;-7;224.80216333294
2;10;8229;1;2;8;1;33.341126728719
1;10;8427;1;2;7;2;25.8194982137825
1;11;8543;1;4;4;2;108.505626540852
2;5;8215;1;1;9;-7;37.8252253758228
2;4;8510;1;3;7;1;17.0262627671209
2;11;8240;1;1;7;-7;129.259026138274
2;6;8508;2;-7;8;1;96.1920977240324
1;4;8439;2;-7;8;-7;29.9195901999037
2;1;8357;1;3;7;-7;74.0861310147463
2;2;8236;2;-7;9;2;69.8454765969629
2;12;8510;1;1;7;-7;15.7943024977442
2;5;8236;1;3;3;2;63.0115078339826
1;10;8214;2;-7;8;1;64.7872498099862
1;6;8232;1;3;9;1;158.481972351332
1;10;8501;2;-7;4;3;108.505626540852
2;5;8401;1;3;3;4;63.0788998376644
2;1;8264;1;3;5;-7;34.8177939401247
2;9;8607;1;2;8;-7;37.8252253758228
1;9;8218;2;-7;6;1;160.0077634212
2;12;8204;1;2;9;1;65.6359828600867
1;2;8215;1;2;8;2;45.7793779605382
1;2;8264;1;2;6;1;31.8767383268424
2;5;8248;1;2;9;2;176.148623127717
1;7;8240;2;-7;4;1;174.586612665517
2;3;8227;1;2;7;2;59.01370611404
1;5;8255;1;2;7;1;194.18723012049
1;5;8349;1;2;7;1;45.7793779605382
1;2;8229;1;2;7;1;43.4453056800541
1;6;8510;1;4;8;1;17.494372926597
1;4;8231;1;3;4;4;265.577226720543
1;5;8424;2;-7;8;1;58.803409540506
1;9;8264;2;-7;4;1;317.659513158926
1;1;8510;1;2;8;1;20.0908569046506
1;6;8214;1;3;5;3;58.1024383756425
2;9;8239;1;1;2;-7;240.263851157349
1;2;8206;2;-7;6;1;71.6371694553902
2;8;8207;2;-7;8;1;265.357290749673
1;5;8236;2;-7;4;2;63.3555516634303
2;1;8424;2;-7;6;4;43.2166569568887
2;9;8406;1;2;7;2;39.016627463231
1;3;8256;1;2;1;1;71.1693927431894
1;8;8229;1;2;8;1;31.5965860999322
2;3;8510;1;3;8;-7;17.0262627671209
1;8;8231;1;3;3;1;350.575771543294
2;4;8265;2;-7;4;-7;34.8177939401247
2;1;8507;1;1;8;-7;80.2954390535469
1;9;8218;1;3;8;1;160.0077634212
1;8;8236;1;2;2;4;53.434760225776
2;2;8204;2;-7;7;1;62.5287377338575
1;11;8406;1;2;8;1;42.0178939775888
1;3;8264;1;4;8;-7;35.8805219879624
2;8;8261;2;-7;4;4;183.575319080148
2;7;8214;1;3;3;2;56.5497629605425
2;8;8212;2;-7;8;1;139.348473033844
2;4;8514;1;2;8;-7;44.9539390118513
1;2;8998;2;-7;8;2;63.079528228738
2;12;8243;2;-7;5;-7;122.748367310052
1;7;8232;1;3;4;2;158.481972351332
2;2;8506;1;3;4;-7;80.2954390535469
1;3;8510;1;5;8;1;17.7730768620675
1;7;8998;1;2;9;2;53.434760225776
2;7;8207;1;2;4;1;239.42011175175
2;1;8227;1;5;7;1;62.5287377338575
1;2;8232;1;2;8;1;158.481972351332
1;1;8218;1;1;4;2;143.154874571557
2;10;8218;2;-7;9;1;154.083966068582
2;5;8249;2;-7;4;2;176.148623127717
1;4;8248;2;-7;8;1;71.6371694553902
2;9;8537;2;-7;8;1;96.1920977240324
1;9;8215;1;4;7;-7;35.4303168391754
2;5;8231;1;2;2;2;262.253115003588
2;4;8541;1;2;7;-7;80.2954390535469
1;5;8264;1;3;4;1;31.8767383268424
2;5;8264;1;2;8;-7;34.8177939401247
2;7;8218;1;3;2;-7;184.373976334285
1;9;8256;1;1;2;1;208.353028033726
2;1;8218;2;-7;7;-7;306.344490690134
1;6;8215;2;-7;7;1;46.7534074736533
1;6;8236;1;3;2;1;59.3719553578297
2;10;8215;2;-7;7;1;34.5659288173129
1;12;8218;1;3;5;4;208.353028033726
2;12;8215;1;2;5;-7;36.6102509834784
1;5;8212;2;-7;6;1;138.575872700505
2;9;8240;1;4;8;1;112.288328777093
2;9;8207;1;2;8;2;281.779054361708
1;2;8406;2;-7;3;-7;58.803409540506
2;8;8230;1;3;6;-7;29.2421688446292
2;9;8420;2;-7;5;4;34.8177939401247
2;9;8507;1;1;7;1;96.1920977240324
1;1;8255;1;3;5;-7;142.032038288258
2;7;8244;2;-7;4;1;122.748367310052
2;1;8218;2;-7;5;4;174.906123627859
2;5;8265;2;-7;4;-7;34.8177939401247
2;6;8215;1;3;7;1;45.6127717411273
1;6;8236;1;2;8;1;77.2708539003396
2;8;8256;1;1;1;-7;163.785306260781
2;7;8214;1;3;8;4;56.5497629605425
1;5;8427;2;-7;8;1;34.7547083105179
1;5;8607;1;5;7;1;50.0929365431336
2;8;8264;2;-7;8;2;40.9612412333552
2;8;8230;1;3;8;1;29.2421688446292
1;11;8207;2;-7;8;1;31.5965860999322
1;5;8230;1;4;3;1;50.4636225829904
1;12;8513;1;4;7;1;91.9022196167268
2;11;8998;2;-7;2;-7;43.2166569568887
1;7;8236;1;2;2;3;53.434760225776
2;5;8256;1;1;5;-7;176.148623127717
1;6;8227;2;-7;8;1;75.1970405436977
2;10;8523;1;4;8;1;73.4816495386454
1;2;8607;1;5;8;1;46.7534074736533
2;4;8214;1;1;5;-7;62.1204373001919
2;6;8231;2;-7;3;2;262.253115003588
2;1;8508;1;3;8;-7;80.2954390535469
2;9;8201;1;1;3;-7;240.263851157349
1;3;8304;1;1;7;-7;80.1310400400267
2;10;8215;1;2;2;1;33.787238326761
2;13;8227;1;2;4;2;52.0357340960613
2;13;8204;1;2;8;1;60.1663176217462
1;12;8243;2;-7;4;3;141.164197916935
1;5;8256;2;-7;4;3;142.032038288258
1;6;8204;1;4;8;1;64.7872498099862
1;7;8214;1;4;9;1;64.7872498099862
2;1;8319;2;-7;2;-7;348.027141891447
2;1;8230;2;-7;6;4;135.530872273647
1;2;8439;1;2;7;-7;25.7821520854634
1;4;8231;2;-7;8;1;283.74559098134
2;2;8223;1;1;8;4;67.8799486969921
2;11;8264;1;1;9;3;37.6647223446157
2;4;8423;1;1;4;2;25.5285231069676
1;4;8220;2;-7;9;2;174.586612665517
1;12;8230;1;5;5;4;41.0327160567181
1;4;8362;2;-7;2;-7;128.606217084254
1;7;8236;2;-7;6;2;65.8111932408763
1;6;8230;1;2;8;3;41.0327160567181
1;11;8244;1;5;6;1;164.603162774219
2;4;8430;1;1;8;-7;34.8177939401247
2;9;8401;2;-7;7;1;35.0198022634297
2;4;8230;2;-7;8;1;35.963151209481
1;4;8214;1;2;7;1;58.1024383756425
2;1;8205;1;3;6;4;176.148623127717
2;4;8218;1;3;8;1;142.095116353267
1;5;8243;2;-7;8;1;141.164197916935
1;4;8201;1;4;4;-7;185.427056641267
2;12;8227;2;-7;4;1;65.6359828600867
1;9;8240;1;2;8;1;111.671202986618
2;2;8250;1;2;4;1;195.475190764185
1;4;8214;1;4;8;1;71.1693927431894
2;12;8409;1;1;4;4;34.8177939401247
1;2;8515;1;2;8;1;99.2979491292016
2;4;8230;1;3;8;3;54.068737654359
1;1;8510;1;4;7;1;20.0908569046506
2;2;8229;1;3;4;1;42.3628435183233
1;7;8230;1;2;5;2;62.0282027227221
1;8;8207;2;-7;6;1;317.659513158926
2;10;8562;1;2;5;-7;68.0087227674069
2;9;8207;1;2;5;2;308.198983468715
2;3;8231;2;-7;1;2;348.027141891447
1;4;8207;1;5;5;1;364.551812845204
1;3;8424;1;2;8;1;31.0737103712154
2;2;8218;1;3;2;3;178.562187813972
2;8;8230;1;2;8;1;44.9539390118513
2;12;8543;2;-7;1;-7;80.2954390535469
2;8;8231;1;2;8;-7;556.268471111719
1;5;8508;2;-7;7;2;108.505626540852
1;11;8212;2;-7;8;1;137.193659106926
1;11;8513;1;2;8;-7;91.9022196167268
1;2;8218;1;4;8;1;191.46228085271
1;2;8432;2;-7;1;1;143.154874571557
1;10;8240;1;2;8;1;111.671202986618
2;1;8265;2;-7;4;-7;41.7644028321189
2;5;8439;1;2;8;-7;25.5285231069676
2;10;8264;1;2;9;1;34.8177939401247
1;7;8231;1;4;2;2;201.46632185623
2;12;8207;2;-7;7;4;337.582357485572
1;6;8409;1;1;5;1;31.8767383268424
2;11;8215;1;2;7;1;37.8252253758228
2;7;8230;1;2;8;-7;35.963151209481
2;6;8230;1;5;4;1;96.5867491005872
1;13;8248;1;1;3;1;208.353028033726
1;4;8227;1;4;8;1;71.6371694553902
2;3;8232;1;1;8;3;97.1029343447457
1;9;8232;1;1;8;1;129.134848915855
2;10;8215;1;2;8;-7;25.5655018470119
2;10;8406;1;2;7;-7;43.2166569568887
2;4;8430;1;1;7;-7;34.8177939401247
1;8;8229;2;-7;4;1;32.1817080988778
1;7;8215;1;2;6;1;34.6321536841877
1;11;8362;1;4;3;2;113.217440861469
1;7;8262;2;-7;7;1;111.671202986618
2;11;8539;2;-7;7;1;68.0087227674069
2;4;8539;1;2;7;1;96.1920977240324
2;2;8510;1;3;7;-7;19.5532706608277
1;3;8264;2;-7;9;1;50.0929365431336
1;2;8218;2;-7;8;1;172.316052767439
2;2;8232;2;-7;7;2;122.748367310052
1;6;8236;1;4;4;2;53.434760225776
2;11;8214;2;-7;8;1;62.5287377338575
2;5;8215;2;-7;8;1;45.6127717411273
2;11;8215;1;2;7;-7;33.787238326761
2;2;8539;1;1;8;2;25.5285231069676
2;7;8232;1;3;4;1;143.129559638735
1;8;8229;1;4;8;1;31.5965860999322
2;12;8207;1;4;6;1;140.339978451488
1;7;8256;2;-7;1;1;194.18723012049
2;1;8523;1;1;8;-7;28.089135067548
2;2;8525;1;1;4;1;80.2954390535469
2;7;8439;1;2;7;3;25.5655018470119
2;2;8212;2;-7;8;1;166.859695700096
2;1;8542;2;-7;4;1;96.1920977240324
1;2;8264;2;-7;7;1;34.7547083105179
2;6;8320;1;1;4;3;104.676566691599
1;6;8243;1;5;5;2;224.80216333294
2;1;8218;2;-7;9;1;137.855003809855
1;13;8405;2;-7;2;2;37.9343667824311
1;12;8229;1;4;9;1;31.5965860999322
1;5;8204;2;-7;8;1;71.6371694553902
2;3;8999;2;-7;1;1;34.8177939401247
2;10;8227;1;3;8;1;65.6359828600867
2;4;8207;1;1;4;1;337.582357485572
1;7;8236;2;-7;5;2;77.2708539003396
2;7;8207;1;2;4;-7;265.357290749673
1;10;8243;2;-7;6;-7;141.164197916935
2;8;8432;1;1;2;-7;43.2166569568887
1;5;8409;2;-7;6;4;31.8767383268424
2;9;8265;2;-7;4;-7;37.6647223446157
2;4;8541;1;2;7;-7;80.2954390535469
1;3;8243;1;3;5;4;141.164197916935
1;5;8506;2;-7;5;1;25.7821520854634
2;11;8514;2;-7;7;-7;68.0087227674069
1;5;8439;1;3;5;2;25.7821520854634
2;11;8406;1;1;6;4;43.2166569568887
2;1;8224;1;2;7;-7;50.7149034294347
1;2;8256;1;1;3;3;194.18723012049
2;4;8218;2;-7;7;3;137.855003809855
1;5;8264;1;2;8;1;50.0929365431336
2;4;8439;1;2;9;1;25.5285231069676
2;3;8214;1;1;5;2;69.0798461237612
1;11;8362;2;-7;4;4;113.217440861469
1;12;8510;1;2;9;1;16.2285418585574
1;5;8252;2;-7;4;1;194.18723012049
2;1;8439;2;-7;8;1;29.6252596461835
2;3;8230;2;-7;8;1;44.9539390118513
1;11;8231;2;-7;2;3;340.572614336266
1;11;8510;2;-7;8;2;17.494372926597
2;11;8229;2;-7;8;1;33.341126728719
1;5;8432;1;5;6;2;66.0076445491317
1;13;8242;1;4;7;1;52.0357340960613
2;5;8248;1;1;4;-7;223.928455442343
2;4;8304;1;5;9;1;140.752396181062
1;2;8408;1;1;3;3;31.8767383268424
1;11;8227;1;2;8;1;59.6156717098854
1;13;8207;2;-7;4;1;408.914432160406
2;4;8438;1;4;4;1;31.9602377550574
2;9;8432;2;-7;4;-7;43.2166569568887
1;6;8218;1;2;9;1;147.557999322535
2;2;8345;1;3;6;1;74.0861310147463
2;6;8214;2;-7;9;1;52.0357340960613
2;9;8229;1;1;8;1;32.7349243898416
2;8;8243;2;-7;8;1;129.259026138274
2;2;8510;1;2;8;-7;19.5532706608277
2;4;8230;1;3;1;-7;44.2047066696615
1;8;8510;2;-7;8;1;16.2285418585574
1;11;8206;1;2;7;1;64.7872498099862
2;2;8357;1;1;4;-7;74.0861310147463
1;6;8207;2;-7;9;1;437.248976833521
1;8;8232;1;2;5;4;164.603162774219
2;1;8207;2;-7;8;1;337.582357485572
1;5;8231;1;4;4;-7;283.74559098134
2;6;8534;2;-7;5;1;73.4816495386454
1;3;8214;1;4;8;2;67.610110459546
2;7;8601;1;2;7;-7;34.8177939401247
1;5;8236;2;-7;8;1;59.4354547910541
1;3;8207;2;-7;3;3;447.89991344211
1;7;8424;1;3;5;4;58.9354337299395
2;12;8230;1;3;5;1;29.2421688446292
2;1;8421;1;1;4;3;44.7475742260857
2;10;8243;2;-7;2;3;151.810600528435
1;4;8539;2;-7;7;1;108.505626540852
1;2;8541;2;-7;2;-7;129.987256497403
2;7;8439;1;2;7;1;25.5655018470119
2;1;8214;1;2;7;4;62.5287377338575
1;1;8510;1;4;7;1;20.0908569046506
1;6;8231;1;2;1;1;201.46632185623
1;2;8250;2;-7;4;-7;224.80216333294
2;10;8230;2;-7;8;1;29.2421688446292
2;7;8998;2;-7;1;2;96.1920977240324
2;5;8265;2;-7;5;3;34.8177939401247
2;6;8255;1;1;4;3;176.148623127717
2;7;8261;1;4;8;1;122.748367310052
1;12;8236;2;-7;8;1;77.2708539003396
2;3;8218;1;3;5;1;142.095116353267
2;9;8542;1;1;4;3;68.0087227674069
2;12;8230;2;-7;5;2;54.068737654359
2;6;8230;1;3;8;-7;40.5738115689352
2;3;8439;1;2;8;1;25.5285231069676
2;2;8513;1;3;8;-7;80.2954390535469
2;7;8215;2;-7;9;1;34.5659288173129
1;11;8231;1;2;4;1;453.524185562264
1;1;8331;2;-7;3;2;80.1310400400267
2;7;8508;2;-7;8;1;96.1920977240324
1;6;8508;1;5;7;1;35.8805219879624
1;1;8510;2;-7;9;1;16.6461881369673
2;2;8427;1;1;4;-7;34.8177939401247
2;6;8240;1;2;5;-7;143.129559638735
2;7;8234;1;3;7;4;55.3912129575918
2;7;8239;1;1;5;4;240.263851157349
2;2;8998;2;-7;8;1;44.9539390118513
1;4;8215;1;2;8;2;46.7534074736533
2;6;8510;1;2;8;1;17.0262627671209
2;4;8266;2;-7;4;1;34.8177939401247
2;7;8261;2;-7;7;1;122.748367310052
1;2;8212;2;-7;7;1;164.279462215597
2;2;8542;1;2;9;-7;80.2954390535469
2;8;8250;1;1;5;3;112.288328777093
2;9;8406;1;2;6;1;43.2166569568887
1;4;8349;2;-7;8;-7;106.795807410619
2;3;8510;1;3;8;-7;17.0262627671209
1;9;8510;1;2;8;1;17.494372926597
1;7;8215;1;4;9;1;37.5257612419977
1;6;8229;2;-7;4;2;32.1817080988778
1;2;8409;1;1;6;4;31.8767383268424
1;13;8211;1;2;8;1;59.6156717098854
1;1;8427;2;-7;7;1;34.7547083105179
1;11;8362;2;-7;7;4;135.274687229983
2;7;8439;1;2;8;1;25.5655018470119
1;7;8234;2;-7;7;1;68.9306204983896
1;3;8227;1;2;8;1;71.1693927431894
2;3;8439;1;3;7;2;25.5285231069676
2;5;8425;2;-7;4;-7;34.8177939401247
2;5;8207;1;2;3;-7;264.958256858071
1;9;8256;2;-7;5;-7;208.353028033726
2;6;8607;1;2;4;1;34.8177939401247
2;2;8242;1;2;7;1;37.8252253758228
2;8;8207;1;3;8;1;265.357290749673
2;5;8207;1;1;3;1;264.958256858071
2;3;8406;2;-7;7;-7;39.016627463231
1;3;8231;1;4;4;2;213.814257988535
2;4;8513;1;2;7;-7;80.2954390535469
1;4;8508;1;4;9;1;108.505626540852
2;8;8252;1;1;7;4;240.263851157349
2;10;8541;2;-7;8;3;35.0198022634297
1;4;8252;1;2;9;1;152.753311976989
2;3;8243;2;-7;4;1;151.810600528435
2;2;8406;1;1;4;-7;31.9602377550574
1;2;8212;1;4;8;1;141.195454433612
1;2;8508;1;2;8;1;108.505626540852
2;4;8218;1;2;2;1;142.095116353267
1;7;8331;1;1;4;-7;113.217440861469
1;2;8236;2;-7;2;1;68.4112841587587
2;6;8510;1;3;8;-7;17.2975092107323
2;5;8427;2;-7;8;-7;34.8177939401247
2;9;8331;1;1;8;1;74.0861310147463
1;12;8240;2;-7;3;4;129.134848915855
1;4;8349;2;-7;8;4;71.6371694553902
2;5;8231;1;3;5;2;247.107798011977
1;6;8424;1;4;6;4;53.434760225776
1;4;8211;2;-7;4;1;77.7678802365556
1;2;8250;2;-7;8;1;224.80216333294
2;10;8317;1;1;6;-7;125.069863015546
1;6;8230;1;5;6;3;56.9333177129465
1;3;8230;2;-7;7;1;63.079528228738
2;2;8359;1;2;8;-7;74.0861310147463
2;11;8349;1;2;7;-7;104.676566691599
1;3;8227;1;2;8;1;67.610110459546
2;7;8406;1;1;4;3;43.2166569568887
2;7;8264;1;2;8;1;34.8177939401247
1;7;8409;1;1;2;2;31.8767383268424
2;6;8510;1;3;7;-7;17.0262627671209
1;7;8601;1;1;8;1;34.7547083105179
1;8;8230;2;-7;8;2;75.8694463295245
2;4;8207;1;1;3;-7;274.762858202313
1;10;8215;1;2;5;-7;34.6321536841877
2;11;8215;1;2;7;3;33.787238326761
2;4;8264;2;-7;6;3;34.8177939401247
1;11;8218;1;1;3;2;185.427056641267
2;12;8229;1;3;8;1;32.7349243898416
1;10;8218;1;1;7;1;160.0077634212
1;11;8215;1;2;7;1;34.6321536841877
1;4;8240;2;-7;5;1;211.116964267535
2;11;8207;2;-7;6;2;308.198983468715
1;3;8231;1;4;4;3;265.577226720543
2;5;8359;1;2;9;-7;74.0861310147463
2;12;8230;1;2;8;-7;29.2421688446292
1;2;8601;1;2;8;1;31.8767383268424
1;12;8218;2;-7;8;2;160.0077634212
2;3;8212;1;2;7;1;167.979258657
2;9;8542;1;1;7;1;68.0087227674069
2;1;8510;2;-7;8;1;16.2007734990058
2;12;8207;1;1;4;3;140.339978451488
2;8;8262;1;1;4;1;112.288328777093
2;6;8510;1;1;8;-7;17.0262627671209
2;4;8541;1;2;1;-7;80.2954390535469
2;9;8212;2;-7;3;2;179.918280309355
2;5;8423;2;-7;7;1;29.6252596461835
1;7;8229;2;-7;9;1;32.1817080988778
1;3;8212;1;2;8;3;165.381712820244
2;6;8264;2;-7;7;-7;34.8177939401247
1;4;8439;1;2;7;1;25.7821520854634
1;4;8264;1;2;8;1;31.8767383268424
1;1;8231;1;5;2;1;324.133316221888
1;12;8239;1;4;1;2;208.353028033726
1;4;8207;2;-7;4;2;447.89991344211
1;8;8236;1;3;8;1;77.2708539003396
1;1;8240;2;-7;4;4;174.586612665517
2;11;8349;1;2;6;1;104.676566691599
1;3;8218;1;5;8;1;150.776546284591
2;7;8424;1;1;9;-7;82.007624416865
2;8;8218;1;4;8;1;140.339978451488
1;3;8423;1;4;7;1;29.9195901999037
1;8;8420;1;2;8;1;40.9677510533507
2;6;8207;1;1;6;1;274.762858202313
1;1;8510;1;4;8;1;20.0908569046506
1;4;8243;2;-7;7;-7;141.164197916935
2;3;8439;1;2;7;-7;25.5285231069676
1;7;8231;1;2;9;1;324.133316221888
1;3;8510;1;1;3;1;17.494372926597
2;2;8232;2;-7;8;2;122.748367310052
2;8;8439;1;1;9;-7;25.5655018470119
1;8;8229;2;-7;6;3;32.1817080988778
1;4;8214;1;5;5;3;71.6371694553902
2;11;8304;1;2;8;3;104.676566691599
1;11;8215;1;4;7;3;34.6321536841877
2;3;8515;1;2;5;-7;80.2954390535469
2;8;8264;1;2;8;2;56.5497629605425
1;3;8218;2;-7;7;1;147.557999322535
1;10;8515;1;2;8;2;91.9022196167268
2;4;8230;1;2;8;1;44.2047066696615
2;7;8215;1;2;9;-7;36.6102509834784
2;7;8427;1;3;8;3;34.8177939401247
2;9;8207;1;1;7;1;239.42011175175
1;13;8543;2;-7;1;1;108.505626540852
1;6;8231;1;2;8;2;201.46632185623
2;7;8409;2;-7;2;-7;37.6647223446157
2;7;8214;1;1;8;4;59.01370611404
1;7;8229;2;-7;8;1;32.1817080988778
2;3;8229;1;2;6;1;36.9317096403403
1;11;8439;1;3;8;1;25.8194982137825
1;3;8607;2;-7;8;-7;34.7547083105179
1;11;8230;2;-7;7;2;41.0327160567181
1;2;8424;2;-7;6;4;65.8111932408763
1;5;8510;1;2;7;1;17.494372926597
2;6;8207;2;-7;6;1;281.779054361708
2;6;8207;2;-7;3;1;308.198983468715
2;1;8424;1;3;5;-7;63.0115078339826
1;7;8350;1;2;2;-7;128.606217084254
2;12;8511;1;1;3;-7;68.0087227674069
2;2;8229;1;1;4;2;40.009351607687
2;10;8207;2;-7;8;1;308.198983468715
2;3;8515;1;1;2;1;80.2954390535469
2;3;8264;1;1;8;-7;34.8177939401247
2;11;8264;1;1;5;-7;40.9612412333552
2;4;8236;1;3;7;4;63.0788998376644
2;5;8231;1;1;3;2;348.027141891447
1;2;8251;2;-7;5;4;141.164197916935
1;5;8510;1;4;6;-7;17.494372926597
2;4;8510;1;5;8;1;16.2007734990058
2;8;8243;1;4;8;1;122.748367310052
2;1;8227;2;-7;8;1;67.8799486969921
1;3;8230;1;3;5;-7;75.8694463295245
1;11;8231;1;4;2;1;340.572614336266
2;9;8215;1;2;4;2;33.787238326761
2;6;8227;1;3;8;2;59.01370611404
2;9;8352;2;-7;4;-7;118.904447558095
1;3;8510;1;4;8;1;17.7730768620675
2;9;8229;1;1;4;1;33.341126728719
1;7;8601;1;4;7;1;160.0077634212
2;7;8349;1;2;6;-7;74.0861310147463
2;12;8230;1;2;7;-7;44.2047066696615
1;7;8409;2;-7;4;-7;31.8767383268424
1;4;8229;2;-7;8;1;34.0942209782288
1;6;8541;1;2;3;-7;108.505626540852
2;5;8218;1;3;8;-7;178.562187813972
1;4;8510;1;4;8;1;17.494372926597
1;6;8215;1;4;9;1;34.6321536841877
1;8;8410;1;4;5;4;53.434760225776
2;5;8212;1;5;8;-7;167.979258657
1;2;8214;1;2;4;3;67.610110459546
2;5;8265;1;2;7;-7;34.8177939401247
1;2;8439;1;2;7;1;28.3682040369577
1;4;8214;1;4;9;1;71.1693927431894
1;4;8218;1;1;7;2;150.776546284591
2;8;8432;2;-7;5;4;43.2166569568887
1;1;8231;2;-7;8;3;350.575771543294
2;8;8264;1;2;6;-7;37.6647223446157
1;10;8439;1;2;8;-7;25.8194982137825
1;2;8533;1;2;7;3;108.505626540852
2;5;8542;1;1;2;1;80.2954390535469
1;4;8359;1;3;7;-7;80.1310400400267
2;1;8409;1;5;5;4;44.7475742260857
2;6;8212;1;3;9;1;143.413122025624
2;7;8265;1;1;3;-7;37.6647223446157
1;12;8215;1;2;7;1;34.6321536841877
2;4;8218;1;2;5;-7;142.095116353267
2;10;8214;2;-7;9;2;65.6359828600867
1;3;8205;1;2;6;3;208.353028033726
2;5;8232;1;1;8;1;195.475190764185
1;11;8243;1;5;6;1;111.671202986618
2;3;8331;2;-7;5;-7;74.0861310147463
2;2;8510;1;2;8;-7;19.5532706608277
2;12;8229;2;-7;5;1;33.341126728719
2;1;8542;1;1;7;-7;80.2954390535469
2;4;8319;1;1;3;3;74.0861310147463
2;2;8230;1;3;8;-7;35.963151209481
2;12;8214;2;-7;8;-7;65.6359828600867
1;13;8252;2;-7;8;2;152.753311976989
1;10;8410;1;4;3;-7;58.9354337299395
2;4;8508;1;1;8;1;73.4816495386454
1;11;8256;2;-7;3;1;208.353028033726
1;7;8439;1;2;7;3;25.7821520854634
1;2;8263;2;-7;7;1;174.586612665517
2;6;8508;1;3;8;4;80.2954390535469
2;8;8207;1;1;4;1;239.42011175175
2;7;8439;1;2;9;1;25.5655018470119
2;4;8264;1;2;8;1;34.8177939401247
1;2;8236;1;2;8;1;59.4354547910541
2;3;8439;1;4;8;1;28.089135067548
2;5;8262;1;4;9;-7;97.1029343447457
2;13;8229;2;-7;4;1;35.3225421988
1;8;8510;1;4;8;1;17.494372926597
1;13;8230;2;-7;4;2;62.0282027227221
2;6;8439;2;-7;7;1;26.636248784728
2;9;8261;2;-7;8;2;151.810600528435
2;6;8218;1;2;4;4;145.194506472145
2;10;8401;2;-7;6;2;60.4810602683451
2;3;8240;1;5;5;4;195.475190764185
2;11;8333;1;1;6;2;98.7393671128755
1;7;8214;2;-7;8;1;75.1970405436977
1;2;8215;1;5;7;1;46.7534074736533
2;4;8256;1;1;2;-7;163.785306260781
1;7;8215;1;2;6;-7;35.4303168391754
2;4;8510;1;2;8;-7;17.0262627671209
2;5;8264;1;1;7;-7;34.8177939401247
1;6;8229;2;-7;4;1;34.0942209782288
1;4;8439;1;2;9;1;28.3682040369577
2;9;8515;1;2;5;-7;68.0087227674069
2;2;8230;1;2;8;-7;44.2047066696615
2;6;8232;1;1;5;1;129.259026138274
2;8;8231;1;2;3;1;417.728124564034
1;1;8439;1;4;8;1;28.3682040369577
2;6;8205;2;-7;7;1;230.538885835823
2;5;8227;1;2;8;-7;50.7149034294347
2;5;8207;1;2;9;1;337.582357485572
2;2;8423;2;-7;7;1;28.089135067548
1;1;8510;2;-7;8;1;16.6461881369673
2;10;8248;1;1;4;1;240.263851157349
1;3;8432;1;3;5;1;37.9343667824311
2;9;8265;2;-7;8;3;37.6647223446157
2;2;8212;1;2;9;3;179.918280309355
2;7;8418;1;3;5;1;34.8177939401247
2;9;8264;2;-7;8;-7;40.9612412333552
1;13;8405;2;-7;6;3;37.9343667824311
2;2;8424;1;1;7;-7;31.9602377550574
1;2;8407;2;-7;8;1;37.9343667824311
1;9;8265;1;5;8;1;34.7547083105179
2;8;8227;1;3;8;1;55.3912129575918
1;8;8236;2;-7;2;3;65.8111932408763
2;10;8229;1;2;5;-7;32.7349243898416
2;7;8508;1;1;7;2;80.2954390535469
1;4;8513;2;-7;7;-7;129.987256497403
1;4;8406;2;-7;7;3;46.7534074736533
1;2;8424;1;1;6;-7;31.0737103712154
2;8;8406;2;-7;4;2;43.2166569568887
1;8;8207;1;3;8;2;408.914432160406
2;1;8510;1;2;9;1;19.5532706608277
2;9;8230;1;3;8;1;54.068737654359
1;11;8601;1;2;7;1;31.8767383268424
2;11;8266;1;1;7;1;40.9612412333552
1;3;8239;1;4;7;1;152.753311976989
1;9;8427;1;2;8;1;34.4831869703515
1;6;8401;1;3;2;2;42.0178939775888
1;1;8214;1;2;9;3;67.610110459546
1;2;8215;1;5;6;1;35.8805219879624
2;10;8207;1;2;8;-7;37.6647223446157
2;11;8510;2;-7;9;-7;17.0262627671209
2;8;8248;1;2;8;-7;176.148623127717
2;4;8220;1;2;3;-7;163.785306260781
1;1;8439;1;4;7;1;25.7821520854634
1;4;8329;1;2;8;-7;80.1310400400267
1;8;8529;2;-7;3;4;108.505626540852
1;8;8218;2;-7;2;1;145.735384696726
2;2;8539;2;-7;9;1;96.1920977240324
1;9;8330;1;1;4;1;113.217440861469
2;6;8218;1;2;8;-7;142.095116353267
1;4;8232;1;4;7;2;148.651645216949
2;6;8266;2;-7;8;1;37.9612951612988
2;1;8230;2;-7;8;1;44.9539390118513
2;10;8510;1;2;7;-7;15.7943024977442
2;7;8264;1;2;8;-7;34.8177939401247
1;9;8236;2;-7;8;1;53.434760225776
1;1;8601;2;-7;8;1;31.8767383268424
1;4;8236;2;-7;7;1;59.3719553578297
1;7;8601;1;2;8;1;31.8767383268424
2;3;8236;1;3;6;4;63.0788998376644
1;3;8236;1;3;8;-7;59.3719553578297
1;8;8215;2;-7;8;1;35.4303168391754
1;4;8236;2;-7;3;1;59.4354547910541
1;13;8256;1;1;3;-7;208.353028033726
1;7;8248;1;1;4;1;208.353028033726
1;11;8207;2;-7;4;1;352.07262738276
